GAH1_2022 GAH1_2023 IAH1_2022 IAH1_2023 IAH2_2022 IAH2_2023 ILH1_2022 ILH1_2023 INH1_2022 INH1_2023 MNH1_2022 MNH1_2023 MOH1_2023 MOH2_2022 MOH2_2023
-4.452182 -2.420052 1.866435 3.274542 0.0001057935 0.689894 1.885215 1.508104 2.400799 3.03051 2.382539 1.816465 -1.069703 -3.037535 0.1893444
-4.42444 -2.273384 1.836975 3.09701 0.3286252 0.5616201 1.793509 1.676156 2.275263 3.217072 2.437766 1.679145 -0.85576 -3.138037 0.3420381
-4.175344 -1.814291 2.169835 3.487913 0.5300996 1.118431 2.255338 1.859305 2.78874 3.74517 2.704153 2.150467 -0.8038464 -2.579175 0.5863693
-3.953314 -2.01641 2.373509 3.625952 0.5204501 1.119602 2.407905 1.790405 2.964755 3.777957 2.708452 2.34314 -0.7713589 -2.805122 0.3553191
-4.144533 -1.827122 2.094534 3.524377 0.8396416 1.061436 2.439373 2.140292 2.802897 3.672688 3.002085 2.178399 -0.6173991 -2.548329 0.4153692
-4.012435 -2.139002 2.270977 3.541516 0.8017544 1.209945 2.27815 2.107927 3.13197 3.79418 2.575293 2.314439 -0.6435238 -2.545575 0.6501114
-3.979053 -1.84538 2.186912 3.510968 0.6653515 1.052849 2.51415 1.879295 2.890835 3.818471 2.712508 2.28641 -0.4440463 -2.326742 0.4283706
-3.949004 -2.078911 2.21269 3.554381 0.5944353 0.9584802 2.193906 1.87993 2.806944 3.95077 2.785846 2.101715 -0.6268106 -2.441852 0.3390848
-4.096945 -1.792991 2.012572 3.540195 0.6717847 1.221924 2.391805 2.050672 2.939291 3.826556 2.712358 2.233961 -0.279762 -2.22149 0.724913
-4.058197 -1.859246 2.18698 3.453379 0.4581166 1.036948 2.359319 1.946686 2.697122 3.86686 2.681154 2.369608 -0.5910758 -2.647329 0.5530019
-4.355882 -2.358464 2.002262 3.302685 0.4834627 1.060753 2.356938 1.628589 3.047982 3.695294 2.667293 2.163722 -0.5665594 -2.700459 0.4930629
-4.017773 -1.830656 2.232586 3.506317 0.5490643 1.34694 2.518759 1.978181 2.803573 3.786168 3.147568 2.429992 -0.4890066 -2.27097 0.4423108
-3.839978 -2.060331 2.262703 3.449271 0.8223141 1.234331 2.509626 2.065409 2.750073 3.918902 2.853249 2.341813 -0.3665484 -2.290475 0.7362993
-4.077555 -1.771516 2.209269 3.712841 0.7507839 1.043404 2.420665 2.06559 2.917785 3.93027 2.864679 2.273573 -0.5329776 -2.359678 0.4446975
-4.025239 -1.698871 2.255723 3.723223 0.7007356 1.145452 2.630998 2.181236 3.14807 4.141268 3.124295 2.422428 -0.5077403 -2.307608 0.7748139
-3.533083 -1.54865 2.920292 3.990432 0.959073 1.501779 2.947635 2.372522 3.321345 4.213627 3.335925 2.678658 0.01260137 -1.980945 0.8599307
-3.69353 -1.57019 2.681904 3.772399 1.124215 1.453816 2.726773 2.507764 3.397889 4.335188 3.473267 2.801674 -0.1911553 -1.953681 1.068861
-3.49842 -1.670241 2.825379 3.986743 0.8337792 1.566067 2.668788 2.166496 3.233179 4.190512 3.166588 2.724275 -0.1664153 -2.229663 0.8703044
-3.680866 -1.169005 2.67319 3.911799 1.022567 1.704434 2.849421 2.262126 3.313012 4.17872 3.222406 2.878967 -0.1521804 -2.026959 0.9840493
-3.422532 -1.61232 2.824681 3.938285 1.181232 1.660674 3.224101 2.379608 3.701393 4.30086 3.432325 2.792879 -0.1174257 -2.027584 1.002994
-3.522954 -1.200816 2.805376 4.273211 1.085714 1.656822 2.910254 2.575855 3.553081 4.634454 3.62696 3.177325 0.07691192 -1.829926 1.293638
-3.611364 -1.214614 2.73744 4.234346 1.247285 1.627604 2.917551 2.552052 3.558468 4.270735 3.472105 2.972302 -0.05275098 -1.8123 1.292097
-3.428516 -1.249382 3.06605 4.256713 1.513596 1.819016 3.227506 2.718507 3.423026 4.41546 3.433885 2.862727 0.1878647 -1.739576 1.336666
-3.367162 -1.233676 2.907489 4.268628 1.265632 1.793155 3.346501 2.720234 3.394879 4.607213 3.51573 3.067237 0.1136928 -1.899381 1.203358
-3.133031 -0.8706254 3.317993 4.430695 1.677779 2.005545 3.4259 3.062912 3.888467 4.840785 3.990384 3.223247 0.3546236 -1.81491 1.511084
-3.203438 -0.9971696 3.042877 4.508426 1.749815 1.964834 3.407226 2.876475 3.573844 4.749285 3.600438 3.154601 0.4257654 -1.673723 1.538418
-3.065222 -0.8685166 3.237016 4.359038 1.561065 1.812173 3.173886 3.009318 3.803513 4.663281 3.849668 3.346395 0.3304863 -1.538566 1.382123
-3.458106 -1.106339 3.105277 4.329608 1.364151 1.825143 3.167681 2.666028 3.475852 4.636683 3.644317 2.942627 0.4008979 -1.491905 1.31535
-3.653968 -1.2995 3.027476 4.25341 1.355942 1.642557 3.023854 2.239865 3.51068 4.683578 3.354578 3.029529 -0.01764661 -2.011853 1.002066
-3.391168 -1.381387 2.926213 4.05576 1.125083 1.57871 3.000893 2.362716 3.594357 4.273762 3.459136 2.843422 -0.0329234 -1.936268 1.135264
-3.561794 -1.71964 2.69587 3.862911 1.03717 1.447865 2.893932 2.033293 3.25795 4.336147 3.180455 2.530496 -0.3199505 -2.038723 1.111748
-3.565217 -1.442004 2.555696 3.944501 0.7178058 1.348695 3.000619 2.457945 3.138579 4.13549 3.211164 2.756714 -0.2398734 -2.195175 1.113885
-3.942397 -1.792815 2.516464 3.666668 1.076416 1.296061 2.616612 2.022418 3.16474 4.27465 3.053857 2.440009 -0.1879395 -2.277979 0.7593829
-3.816203 -1.797919 2.426829 3.95959 1.029199 1.235858 2.410693 2.319175 2.854431 4.085767 3.033524 2.229308 -0.552699 -2.231572 0.5945636
-4.020424 -1.685657 2.281411 3.573326 0.9171246 1.108137 2.418301 2.226382 2.896255 3.920724 2.732785 2.743405 -0.4457 -2.2598 0.6797592
-4.030585 -1.487865 2.438236 3.5576 0.8400678 0.9912551 2.479452 2.270524 3.096251 4.107153 2.856454 2.24726 -0.4089371 -2.286374 0.8087767
-4.189653 -1.907216 2.42323 3.512372 0.6883793 1.176978 2.294729 1.960669 3.008567 4.123025 2.843688 2.367625 -0.4959261 -2.287118 0.5498639
-4.345176 -2.025399 2.261054 3.503113 0.7926889 1.039856 2.300137 1.965886 2.938887 3.754844 2.630266 2.19264 -0.8434108 -2.559533 0.5411159
-4.237685 -1.955502 2.216204 3.301957 0.453257 0.8518574 2.471211 1.571808 2.537887 3.821094 2.662203 2.411936 -0.7327031 -2.467247 0.0342546
-4.157328 -2.098885 1.910325 3.061967 0.2640496 0.9306568 2.141735 1.932134 2.634539 3.608412 2.758749 2.009297 -0.6970924 -2.556175 0.5143658
-4.454974 -2.383937 1.929747 3.023028 0.3185723 0.5817632 2.152125 1.66543 2.614413 3.289422 2.351944 2.099483 -0.6930683 -3.032573 0.1838469
-4.517473 -2.096108 1.742558 2.959523 0.08577768 0.5095168 1.812569 1.534293 2.562353 3.240734 2.386048 1.692928 -0.9309189 -3.195928 0.1345551
-4.563558 -2.410276 1.792148 3.037458 0.1056886 0.4093781 2.053007 1.600822 2.48726 3.254065 2.415897 1.672517 -0.9614852 -3.124911 -0.08542766
-4.561763 -2.554065 1.661057 2.678068 0.1143414 0.5936011 1.798408 1.468172 2.221455 3.05476 2.061426 1.643774 -0.9527265 -2.936976 -0.1641284
-4.66499 -2.454129 1.809805 2.719939 0.1019777 0.6246706 1.869316 1.496957 2.443095 3.401978 2.271632 1.695006 -1.197494 -2.886603 0.06360407
-4.493433 -2.52922 1.702614 2.765529 0.0648942 0.4844947 1.889013 1.511345 2.307649 3.275962 2.370271 1.809968 -1.135243 -2.848136 -0.1482593
-4.660427 -2.366387 1.755801 2.881144 0.1024392 0.5492693 2.047661 1.636878 2.269274 3.272738 2.101694 1.72082 -1.185708 -3.139694 -0.0768627
-4.491611 -2.225654 1.848508 2.907102 0.2155458 0.6752843 1.826234 1.240563 2.428639 3.501208 2.314999 1.470203 -1.001028 -3.005176 0.1008995
-4.491931 -2.438061 2.007365 3.420055 0.2776247 0.7385996 2.038251 1.692832 2.297185 3.390175 2.385003 2.097171 -0.8996211 -2.670146 0.07718967
-4.465863 -2.164611 1.957563 3.149578 0.3459868 0.6927039 1.940561 1.819326 2.704978 3.564 2.554066 1.779463 -1.020797 -2.893105 0.1728532
-4.260654 -2.077496 2.13551 3.408598 0.4186231 0.659629 2.243366 1.755341 2.654086 3.375669 2.627223 2.15032 -0.9598352 -2.608356 0.3331309
-4.617389 -2.120148 1.918158 3.046395 0.2864689 0.5644355 1.968408 1.435529 2.637769 3.18198 2.318549 1.94577 -0.80022 -3.06208 0.2505822
-4.535487 -2.101465 1.765252 3.064178 0.5108141 0.6880104 2.094042 1.679586 2.512713 3.645544 2.186663 2.078144 -1.029451 -2.96389 0.4646016
-4.298599 -2.200201 1.937228 3.147102 0.5882119 0.945309 2.100325 1.638229 2.767456 3.369394 2.540337 2.088251 -0.69624 -2.643201 0.5987138
-4.21533 -2.126957 1.765315 3.099119 0.2755575 0.8985677 1.970752 1.718563 2.678254 3.38155 2.569981 1.774669 -0.9115883 -2.80645 0.2437256
-4.11447 -1.66797 2.482316 3.394186 0.5484061 1.008945 2.459796 2.030622 2.918086 3.905397 2.957422 2.30693 -0.3786446 -2.50365 0.5363126
-4.207278 -2.085703 2.348491 3.238438 0.4617923 0.9898771 2.088199 1.994188 2.681022 3.82621 2.91726 2.220001 -0.6726195 -2.843183 0.4760267
-3.854571 -1.910635 2.444658 3.564567 0.9353492 1.130528 2.194072 2.002394 2.976273 3.944245 2.970395 2.186731 -0.593799 -2.565356 0.7912487
-4.332153 -1.937546 2.295742 3.442008 0.5902356 1.073276 2.341886 2.008201 2.960883 3.824371 2.730166 2.18759 -0.46165 -2.228217 0.5247817
-3.938666 -2.137573 2.227756 3.408364 0.4983303 0.89287 2.378216 1.894668 2.83435 3.797809 2.727316 2.173406 -0.5255591 -2.506028 0.5672552
-4.20556 -1.913782 2.346769 3.620945 0.6573082 0.8987869 2.389763 1.843879 3.025242 3.818765 2.793757 2.360502 -0.5692695 -2.634501 0.4708905
-4.082308 -1.672493 2.179994 3.549429 0.6619188 1.300078 2.513667 1.794413 2.896724 3.989984 2.784096 2.404467 -0.6176164 -2.585818 0.5445264
-4.034802 -1.733713 2.499032 3.784709 0.7237104 1.288921 2.512519 2.1362 3.198487 3.864703 2.911111 2.56998 -0.3358111 -2.433536 0.7638374
-4.044575 -1.728513 2.370182 3.760789 0.8545109 1.209306 2.412637 2.086765 2.943288 4.127526 3.066769 2.261292 -0.1935011 -2.338394 0.5087994
-4.250301 -1.620612 2.138606 3.876242 0.9018901 1.453098 2.556821 1.911483 3.192489 4.110022 2.813177 2.315418 -0.3474186 -2.345067 0.6172093
-3.968748 -1.610443 2.250442 3.399562 0.7021974 1.05261 2.408248 2.048527 2.66112 3.660634 2.775859 2.389853 -0.5047088 -2.340723 0.4514211
-3.7669 -1.830546 2.337001 3.554738 0.6309815 1.174829 2.634405 2.149335 2.863383 3.929915 3.107758 2.279133 -0.5241392 -2.493837 0.4503532
-3.752355 -2.015598 2.552474 3.586888 0.7971567 1.129947 2.276931 1.898418 3.092475 4.119997 2.927734 2.496581 -0.3174879 -2.373403 0.7056571
-4.022984 -1.960755 2.279254 3.68434 0.705079 1.21407 2.373297 2.052924 3.211177 3.985425 3.005006 2.364008 -0.4792819 -2.234767 0.4591608
-4.008334 -2.019547 2.194471 3.463132 0.6204778 0.997393 2.298104 1.95287 2.851776 3.599027 2.843661 2.399811 -0.4059249 -2.579362 0.5700176
-3.87038 -1.971972 2.345579 3.531944 0.7957609 1.185081 2.547182 1.699571 3.005936 3.938323 2.68807 2.490679 -0.3579476 -2.327802 0.7466103
-3.708677 -1.456827 2.461869 3.94175 0.9850727 1.164019 2.752242 1.904027 3.046291 4.034369 3.166937 2.542236 -0.2011173 -2.265711 0.8979002
-3.735831 -1.429168 2.376505 3.711576 0.9438932 1.298461 2.621581 2.026698 3.183328 4.267805 3.114933 2.470887 0.06485306 -1.966831 1.044879
-3.244567 -1.274578 2.705758 4.157644 1.139384 1.618758 2.77818 2.18237 3.522696 4.477025 3.401805 2.519541 0.07603183 -1.835086 1.299324
-3.402344 -1.274356 2.805157 3.601919 1.038157 1.491447 2.601046 2.368272 3.122747 4.04326 3.428873 2.615632 -0.1471122 -1.837626 1.001892
-3.64393 -1.369925 2.647641 3.935628 1.140153 1.633208 2.655159 2.280024 3.245903 4.250118 3.367043 2.745303 -0.3531942 -2.164324 0.8697739
-3.515126 -1.49077 2.651806 3.95956 1.158629 1.703569 2.862613 2.488532 3.448747 4.22501 3.393014 2.694426 0.0289026 -1.921922 1.08294
-3.221025 -1.228111 2.73694 4.090697 1.236487 1.829433 2.939303 2.534857 3.319114 4.493123 3.364676 2.969325 -0.01825774 -2.109692 0.9175629
-3.473516 -1.219227 2.739752 4.235702 1.171616 1.847751 3.155951 2.518041 3.312349 4.217136 3.330336 2.981072 0.07652329 -2.042478 0.9132253
-3.454416 -1.196608 2.878635 4.124937 1.196635 1.882207 2.72453 2.682431 3.63414 4.394121 3.525358 2.838893 0.09330328 -1.882034 1.279313
-3.542542 -1.114088 2.858682 3.746314 1.455315 1.715759 2.912877 2.487705 3.525148 4.214691 3.591962 2.880128 0.1956626 -1.953572 1.094306
-3.450302 -1.519745 2.911962 4.276322 1.301566 1.82019 2.903685 2.380432 3.675294 4.363348 3.393601 3.070581 0.321495 -1.655127 1.321206
-3.534002 -1.321853 2.715564 3.891174 1.441355 1.563383 2.870789 2.696948 3.635015 4.500977 3.509065 2.959151 0.1329995 -2.048004 1.200502
-3.819383 -1.486313 2.497652 3.788512 0.9118254 1.362534 2.768402 2.511759 3.415819 4.167024 3.293504 2.574908 -0.1827776 -2.280906 0.7392759
-3.675831 -1.48168 2.653477 3.81206 0.9293265 1.263913 2.828438 2.380133 3.083185 4.130443 3.190897 2.606257 -0.3262665 -2.127997 0.8956307
-3.644565 -1.686358 2.626226 3.789549 1.008468 1.383739 2.706177 2.319846 3.168274 4.115052 3.12411 2.637048 -0.2591632 -2.167921 1.013294
-3.751911 -1.715569 2.756358 3.873073 0.9657743 1.608588 2.801084 2.245719 3.53327 4.26743 3.345756 2.735996 -0.02889226 -1.915497 0.8507261
-3.717798 -1.37687 2.945431 4.194764 1.092415 1.474122 2.778439 2.535624 3.419315 4.212641 3.501158 2.847206 -0.04677685 -2.096967 1.049923
-3.720766 -1.55567 2.662531 4.081549 1.002617 1.600948 2.813041 2.470234 3.415943 4.210131 3.132919 2.961889 -0.2836066 -2.246158 1.304523
-3.483641 -1.24313 2.594582 4.019915 0.8668254 1.640633 2.885621 2.721657 3.560473 4.080211 3.357856 2.686285 -0.01431907 -2.071516 0.8782901
-3.409992 -1.450894 2.695177 4.106402 1.228755 1.596534 3.074951 2.493859 3.427544 4.543851 3.669691 2.969543 0.09314056 -1.927379 1.280598
-3.623501 -1.218381 2.772821 4.073263 1.00311 1.804531 2.628176 2.474737 3.422589 4.242385 3.488198 2.714755 0.06760875 -2.064201 1.104183
-3.837154 -1.66246 2.485964 3.582106 0.8069263 1.036208 2.417659 2.087395 3.035509 3.990753 3.058921 2.363649 -0.4294836 -2.330518 0.7466814
-3.803697 -1.78608 2.247828 3.395368 0.5857299 1.264523 2.793425 2.06428 3.032897 4.059803 3.081289 2.299973 -0.4607009 -2.428752 0.646406
-3.727166 -1.738701 2.335404 3.582694 0.8380422 1.244021 2.517406 2.079862 3.060648 3.868214 2.904506 2.618954 -0.5318313 -2.284535 0.6883407
-3.755012 -1.803247 2.363632 3.603625 0.8766659 1.5279 2.651746 2.206596 3.181455 4.152897 2.963045 2.386614 0.04348354 -2.068871 0.9967953
-3.937671 -1.661788 2.245097 3.516222 0.7731399 1.041059 2.303712 2.111591 3.101423 3.745709 2.666724 2.367578 -0.2605046 -2.656825 0.5346393
-3.980571 -1.615595 2.513656 3.706559 0.7827409 1.17476 2.615154 2.09865 3.150781 3.860665 3.025521 2.242097 -0.4668465 -2.243893 0.7856953
-3.828209 -1.605806 2.489092 3.670407 0.7958207 1.174069 2.554318 2.096049 3.092397 4.19977 3.134318 2.614725 -0.2800899 -2.023256 0.77323
-3.84886 -1.551382 2.478205 3.793013 0.8516065 1.299484 2.597794 2.062193 3.172263 4.114467 3.131616 2.454371 -0.2194145 -2.359243 0.8917549
-3.944585 -1.753619 2.594696 3.671624 0.642949 1.366064 2.678944 2.296445 3.164614 3.980827 2.864418 2.442837 -0.2195915 -2.12449 0.8638162
-3.858292 -1.71208 2.616065 3.568856 0.7933709 1.166869 2.444348 1.94491 3.281009 4.156085 2.913276 2.719155 -0.3368093 -2.229837 0.6794433
-3.72952 -1.341461 2.433302 3.9488 1.259206 1.423756 2.769126 2.28474 3.438789 4.077276 3.25866 2.453249 -0.2297727 -2.206324 0.8216029
-3.439699 -1.678597 2.646327 3.969234 0.9555433 1.545529 2.62203 2.398199 3.253199 4.259406 3.362999 2.851111 -0.1526648 -2.191496 1.213045
-3.744039 -1.773326 2.668887 3.660417 1.11554 1.406511 2.906655 2.230596 3.347897 4.511405 3.222268 2.427682 -0.1234783 -2.110935 0.6659736
-3.585019 -1.580721 2.812431 3.930357 1.22772 1.719587 2.951868 2.315084 3.344159 4.240116 3.554943 2.457117 -0.2303074 -2.008539 0.8379243
-3.527132 -1.344791 2.877331 3.891823 0.9788297 1.720295 2.768966 2.625007 3.238947 4.178198 3.350001 2.750938 -0.03070585 -1.962745 1.271993
-3.492391 -1.1818 2.770252 4.047176 1.220679 1.578553 2.99437 2.496731 3.533781 4.342154 3.34985 2.916498 -0.04831925 -1.896495 1.311502
-3.313338 -1.00707 2.828147 4.3081 1.413525 1.709774 3.124853 2.542169 3.602733 4.64651 3.735551 3.294128 0.236221 -1.530079 1.396522
-3.363919 -1.103494 3.289981 4.107661 1.348153 1.888615 3.314002 2.673471 3.574 4.543131 3.43707 3.35092 0.2538113 -2.06709 1.325538
-3.303285 -1.06417 3.13725 4.495553 1.577247 1.974596 3.353741 2.68834 3.691338 4.533033 3.672281 3.299779 0.3465547 -1.734574 1.374155
-3.032498 -1.078276 3.218648 4.298032 1.386664 2.04978 3.112785 2.795118 3.741522 4.41184 3.577069 3.270585 0.4359294 -1.646127 1.293419
-3.456923 -1.082745 2.993759 4.452722 1.449591 1.803015 2.987076 2.962808 3.621432 4.630255 3.54658 3.235632 0.1382207 -1.877174 1.394233
-3.316987 -1.180003 3.26962 4.479042 1.487242 2.007926 3.242741 2.743353 3.461096 4.73106 3.604976 3.060792 0.3213271 -1.635923 1.246517
-3.18877 -1.100129 2.875154 4.297179 1.406075 1.638334 3.13205 2.656399 3.467301 4.386297 3.334591 3.014867 0.1359785 -1.722254 1.453091
-3.222421 -1.161002 2.975292 4.387897 1.37599 1.848812 3.167844 2.961788 3.598931 4.431656 3.546756 3.127995 0.2469489 -1.817893 1.443044
-3.532859 -1.308939 2.890076 4.176247 1.503203 1.778436 3.010356 2.508294 3.463841 4.486981 3.692306 3.135956 0.1356679 -1.766456 1.355059
-3.564892 -1.380559 2.802815 4.099756 1.224361 1.699141 2.708278 2.625048 3.668022 4.420192 3.266149 2.814288 -0.09498234 -1.833417 1.074727
-3.492216 -1.527914 3.034469 3.926199 0.9623309 1.643273 2.815578 2.543357 3.666303 4.409656 3.225016 2.77492 -0.0610037 -1.859513 0.9707944
-3.641713 -1.611307 2.563053 4.01445 1.114944 1.744646 2.751312 2.300479 3.241354 4.218963 3.115496 2.728021 -0.1513028 -1.997077 0.9842665
-3.576291 -1.391792 2.567666 3.86755 1.335367 1.585242 2.766455 2.36893 3.100985 4.296201 3.293706 2.601084 -0.2432858 -2.077136 0.7983276
-3.830739 -1.458454 2.603593 4.087105 1.296002 1.539937 3.090776 2.517473 3.343354 4.449127 3.462046 2.837688 0.02598991 -1.95204 0.8669757
-3.64407 -1.555492 2.543406 3.821556 0.9619698 1.482568 2.785081 2.09275 3.419574 4.186934 3.244648 2.546098 -0.203663 -2.080198 0.9986562
-3.542287 -1.543707 2.363818 3.953427 0.9192979 1.094308 2.67966 2.2721 3.084471 3.952807 3.069247 2.409367 -0.350452 -2.170373 0.7070999
-3.763671 -1.485435 2.508936 3.745016 0.8754698 1.339767 2.767848 2.255263 3.194579 4.228119 3.125541 2.63768 -0.2654633 -2.212008 0.8642444
-3.856693 -1.528507 2.71498 3.663824 1.162886 1.458605 2.708276 2.430606 3.140095 4.16401 3.356404 2.779806 -0.1747098 -2.105252 0.7443085
-3.801938 -1.934889 2.36939 3.469571 0.9058329 1.435188 2.829831 2.137988 3.087291 4.189643 3.017884 2.517485 -0.2166112 -2.192912 0.6304496
-4.040913 -1.873763 2.450265 3.738208 0.9751357 1.287931 2.703899 2.433069 3.144458 4.079116 3.076379 2.39018 -0.1933596 -2.575962 0.8142078
-3.782478 -1.851573 2.189172 3.698023 0.5936158 1.051583 2.567199 2.012184 2.915447 4.046169 2.77771 2.407071 -0.3298259 -2.327889 1.011587
-4.161531 -2.142575 2.197288 3.388943 0.6868723 0.9920557 2.308418 1.857183 2.999095 3.701305 2.763009 2.383011 -0.584333 -2.655429 0.7675497
-3.699955 -1.602971 2.592889 3.673073 0.687074 1.149549 2.507783 2.058119 3.023658 4.05371 2.850692 2.367824 -0.2255821 -2.202813 0.6924541
-3.787823 -1.768255 2.338414 3.703001 0.8657437 1.291128 2.703513 1.849153 3.167927 4.266569 3.041449 2.402922 -0.5421738 -2.493534 0.6641876
-3.95013 -1.845545 2.084538 3.853541 0.7496089 1.166003 2.536066 2.004304 3.035538 4.152719 2.966887 2.213016 -0.5642083 -2.357328 0.7610276
-3.950129 -1.932764 2.740481 3.677986 0.916443 1.274495 2.598416 2.400879 3.151903 3.976505 2.829709 2.581349 -0.4023795 -2.421625 0.7567469
-3.89136 -1.545228 2.733674 3.721304 0.9527339 1.415912 2.711749 2.16749 3.259889 4.055832 3.036325 2.583772 -0.2752683 -2.333654 0.9172121
-3.968168 -1.618576 2.499292 3.744444 0.9781103 1.330405 2.634274 2.257495 3.195651 4.18984 3.249948 2.761873 -0.2220927 -2.336225 0.9681551
-3.720286 -1.644468 2.824369 3.820656 1.12845 1.544243 2.772199 2.359317 3.45155 4.261942 3.161884 2.646151 -0.0573462 -1.870877 0.9999096
-3.557012 -1.275746 2.871881 4.083003 1.096862 1.666542 3.144112 2.630439 3.498127 4.530882 3.612562 3.068826 -0.1294178 -2.006436 1.101888
-3.314187 -0.7344512 3.160065 4.210756 1.647789 1.979969 3.274395 2.906793 3.862681 4.721693 3.90544 3.049495 0.474724 -1.530137 1.43786
-3.331796 -0.6790613 3.360137 4.339078 1.620241 1.976767 3.385421 2.72948 3.943069 4.811095 3.818404 3.00443 0.4169097 -1.694804 1.440361
-3.148279 -0.8603342 3.266927 4.568229 1.921033 1.981621 3.404506 2.884592 3.861824 4.723957 3.908475 3.091992 0.6232324 -1.43469 1.662854
-3.112744 -0.9889253 3.375187 4.731834 1.602968 1.950381 3.271333 2.829032 3.724439 4.928341 4.022133 3.277278 0.6572133 -1.348579 1.600464
-3.057297 -0.8401609 3.287136 4.163688 1.40141 2.017938 3.376448 2.942476 3.752383 4.633338 3.750153 3.511865 0.3071661 -1.417467 1.68313
-3.202685 -1.035467 3.009723 4.415172 1.372115 2.104585 3.115778 2.795219 3.635979 4.766081 3.749489 3.062725 0.3134237 -1.673152 1.526795
-3.31596 -1.093784 2.938927 4.121614 1.398639 2.061638 3.18418 2.828234 3.679982 4.66233 3.687286 3.022892 0.3241612 -1.694896 1.26836
-3.498753 -1.519271 2.966386 3.999381 1.164827 1.319297 2.859407 2.40831 3.351035 4.273582 3.229747 2.915119 -0.06695074 -1.768695 0.9416554
-3.61056 -1.408123 2.51561 4.25121 1.300611 1.657242 2.973525 2.391589 3.349828 4.193711 3.451184 2.896817 0.03658481 -1.877078 1.058223
-3.537271 -1.315436 2.814728 4.172671 1.283624 1.456599 2.958066 2.380537 3.404804 4.34817 3.182026 2.684776 -0.1806695 -2.020608 1.079544
-3.532745 -1.434556 2.71614 4.078097 1.260995 1.795043 2.961072 2.329122 3.538686 4.481915 3.496267 2.628425 -0.06876222 -2.012767 1.052327
-3.64729 -1.622835 2.806835 3.911361 1.167657 1.673165 2.853739 2.53431 3.225508 4.177769 3.436633 2.546517 -0.175101 -2.179876 1.194552
-3.770788 -1.629885 2.782005 3.787568 1.013285 1.385812 2.672128 2.407997 3.020432 4.005319 3.080886 2.619728 -0.3517091 -2.110893 0.9380839
-3.984646 -1.82179 2.375191 3.748652 0.7403267 1.164634 2.515833 2.11473 3.266245 4.140417 2.947803 2.62126 -0.355866 -2.154276 0.6251367
-3.6916 -1.464962 2.602342 3.89527 0.7392951 1.517111 2.633657 2.218973 3.217726 4.011283 3.225946 2.588055 -0.3306003 -2.12251 0.9089435
-3.677785 -1.474892 2.42297 3.615575 1.06909 1.33342 2.684131 2.316988 3.23358 4.055752 2.929001 2.393135 -0.1915412 -2.380072 0.7514093
-3.727874 -1.3969 2.736239 3.615646 0.9480594 1.360756 2.739064 2.295469 3.351629 4.391327 3.044101 2.575091 -0.3341393 -1.997334 0.7591017
-3.932806 -1.595103 2.557677 3.845011 0.851367 1.410386 2.754815 2.036047 3.163644 4.126764 3.151712 2.626235 -0.4557298 -2.382955 0.8532728
-3.792372 -1.520515 2.6116 3.788416 1.063188 1.359681 2.617144 2.12129 3.321618 4.107202 3.115061 2.717019 -0.2429919 -2.236865 0.9718718
-3.486372 -1.536384 2.688119 3.899975 1.149345 1.535573 2.815796 2.545459 3.115057 4.040512 3.141892 2.877119 -0.1572399 -2.023058 0.912427
-3.682654 -1.293248 2.955469 4.095794 1.035684 1.640474 2.867686 2.602329 3.175266 4.355774 3.505721 2.886405 0.07076849 -1.766407 0.9336482
-3.727809 -1.357492 2.877328 4.023251 1.249069 1.542885 2.922424 2.152996 3.32314 4.091975 3.28307 2.929642 -0.008250845 -2.135847 0.8135142
-3.383834 -1.186839 3.01835 4.223045 1.505728 1.814102 3.025153 2.375271 3.589434 4.359503 3.492459 2.8211 0.2297955 -1.806429 1.227681
-3.51741 -1.359818 2.973223 4.0958 1.341093 1.881861 2.903755 2.696914 3.587807 4.31369 3.395039 3.045826 0.2118357 -2.028368 1.149005
-3.126693 -1.267651 2.989445 3.940527 1.227641 1.690414 3.084319 2.54676 3.434781 4.107236 3.478546 3.028372 0.2870403 -1.906409 1.221804
-3.688979 -1.186482 2.931547 4.158098 1.125783 1.796174 3.000831 2.805252 3.417055 4.452687 3.358555 2.664539 0.1736133 -1.903928 1.115794
-3.620587 -1.372263 2.731418 3.835994 1.099383 1.499987 2.768788 2.461959 3.322852 4.351372 3.398537 2.689686 -0.1119392 -2.044661 1.093699
-3.783857 -1.500961 2.738115 3.892284 1.055528 1.805895 2.776445 2.434341 3.274917 4.144018 3.39008 2.552512 -0.1404104 -2.08323 0.9413002
-3.767826 -1.398683 2.56816 3.790848 1.227685 1.529644 2.805995 2.317495 3.199408 4.494802 3.420383 2.927479 -0.0869082 -1.908279 0.932074
-3.730813 -1.573153 2.875087 3.935788 0.850651 1.472176 2.73025 2.378174 3.287155 4.161928 3.121148 2.724343 -0.1967636 -2.203254 1.127808
-3.361971 -1.286636 2.731919 4.030126 0.8701262 1.564758 2.85346 2.170675 3.076748 4.215859 3.166099 2.486904 -0.1648153 -2.205919 1.025115
-3.770373 -1.388564 2.741705 3.951707 0.8643614 1.355989 2.380574 2.333749 3.26943 4.213516 3.138978 2.666211 0.04622561 -2.026199 1.015719
-3.43773 -1.086844 2.806282 4.146162 1.271345 1.677461 3.008183 2.486482 3.592194 4.411148 3.585416 2.642087 0.04444171 -1.778814 1.128794
